row_index,id,original_id,speaker_id,utterance_id,age,gender,duration_seconds,sample_rate,target,separate_tide,the_tight_noon,concealment,n_duplicates_in_group,split,target_had_conflict,separate_tide_had_conflict,the_tight_noon_had_conflict,concealment_had_conflict
995,79af3ca0,s48_2,48,2,12,0,11.2,16000,0,1,1.0,0,1,train,False,False,False,False
843,975de6d6,s32_7,32,7,55,0,4.48,16000,0,0,0.0,0,1,train,False,False,False,False
726,e026db7f,s21_8,21,8,56,0,8.1,16000,0,0,1.0,1,1,train,False,False,False,False
52,e7933b89,s104_3,104,3,40,0,11.0295,16000,1,1,1.0,1,1,train,False,False,False,False
945,b6eb9116,s42_2,42,2,66,0,13.34,16000,0,1,1.0,0,1,train,False,False,False,False
991,96c83313,s47_7,47,7,16,0,4.7505,16000,0,0,0.0,0,1,train,False,False,False,False
15,c5f8bef2,s100_5,100,5,43,0,11.6564375,16000,0,1,1.0,1,1,train,False,False,False,False
1242,88250f10,s73_8,73,8,11,0,5.68,16000,0,0,1.0,0,1,train,False,False,False,False
388,88fba71f,s135_5,135,5,48,0,8.0,16000,1,1,1.0,1,1,train,False,False,False,False
157,b6778b1e,s114_2,114,2,30,0,5.82,16000,0,0,1.0,0,1,train,False,False,False,False
112,686078b2,s10_4,10,4,40,1,8.4693125,16000,0,1,0.0,0,1,train,False,False,False,False
119,1fc271c4,s110_10,110,10,27,1,12.12,16000,1,1,1.0,1,1,train,False,False,False,False
1034,1d98ed18,s51_3,51,3,14,1,2.8,16000,0,0,0.0,0,1,train,False,False,False,False
1452,d9305cac,s94_9,94,9,23,0,13.815875,16000,1,1,1.0,1,1,train,False,False,False,False
371,832fd7ba,s133_8,133,8,49,0,8.96,16000,1,1,1.0,1,1,train,False,False,False,False
1096,164aeaf2,s59_1,59,1,14,0,7.74,16000,0,0,1.0,0,1,train,False,False,False,False
1204,2c4426b4,s70_1,70,1,22,0,5.58,16000,0,0,0.0,0,1,train,False,False,False,False
1023,09a3dc66,s50_10,50,10,35,0,8.8468125,16000,0,0,0.0,0,1,train,False,False,False,False
883,4acce1d9,s36_7,36,7,28,0,10.84375,16000,1,1,1.0,1,1,train,False,False,False,False
737,20b16886,s22_9,22,9,46,0,10.913375,16000,1,1,1.0,1,1,train,False,False,False,False
657,9b6a9bd1,s160_3,160,3,21,1,12.26,16000,1,1,1.0,1,1,train,False,False,False,False
1014,1ef04aa3,s4_2,4,2,48,0,11.36,16000,1,1,1.0,1,1,train,False,False,False,False
47,4a558655,s103_8,103,8,38,0,10.3,16000,1,1,1.0,1,2,train,False,False,False,False
1226,624493a9,s72_2,72,2,10,0,9.78,16000,0,0,1.0,0,1,train,False,False,False,False
395,23bc46c6,s136_2,136,2,42,0,7.64,16000,0,0,0.0,0,1,train,False,False,False,False
365,9b9ebf19,s133_2,133,2,49,0,8.22,16000,1,1,1.0,1,1,train,False,False,False,False
1428,062bf489,s92_4,92,4,51,1,12.5226875,16000,1,1,1.0,1,1,train,False,False,False,False
589,8002b31d,s154_3,154,3,60,1,14.976,16000,0,0,1.0,1,1,train,False,False,False,False
1031,63f1f42b,s50_9,50,9,35,0,9.2183125,16000,0,0,0.0,0,1,train,False,False,False,False
781,c95e003b,s27_3,27,3,68,0,8.8,16000,0,0,1.0,0,1,train,False,False,False,False
1432,b3aacf63,s92_8,92,8,51,1,11.968,16000,1,1,1.0,1,1,train,False,False,False,False
338,8a5c0f66,s130_5,130,5,28,0,10.06,16000,0,1,1.0,0,1,train,False,False,False,False
59,ea296130,s105_1,105,1,51,0,9.68275,16000,1,1,1.0,1,1,train,False,False,False,False
74,614cd039,s106_5,106,5,40,0,6.24,16000,0,0,1.0,0,1,train,False,False,False,False
1178,49f117c9,s68_3,68,3,53,1,11.517125,16000,0,1,1.0,0,1,train,False,False,False,False
873,f9446648,s35_7,35,7,57,0,9.4506875,16000,1,1,1.0,1,1,train,False,False,False,False
1088,16d27a5b,s57_7,57,7,45,0,11.4474375,16000,1,1,1.0,1,1,train,False,False,False,False
232,9eb9679e,s120_9,120,9,60,0,10.68,16000,1,1,1.0,1,1,train,False,False,False,False
67,e16cd707,s105_8,105,8,51,0,10.2168125,16000,1,1,1.0,1,1,train,False,False,False,False
364,5e207209,s133_10,133,10,49,0,8.88,16000,1,1,1.0,1,1,train,False,False,False,False
1332,1598eb32,s83_2,83,2,25,1,8.02,16000,1,1,1.0,1,1,train,False,False,False,False
226,989cd161,s120_3,120,3,60,0,9.36,16000,1,1,1.0,1,1,train,False,False,False,False
714,342fb6b7,s20_6,20,6,42,0,10.8,16000,1,1,1.0,1,1,train,False,False,False,False
1210,0a20df41,s70_6,70,6,22,0,3.34,16000,0,0,0.0,0,1,train,False,False,False,False
950,2269610e,s42_7,42,7,66,0,13.12,16000,0,1,1.0,0,1,train,False,False,False,False
706,5851eb12,s1_8,1,8,49,0,7.84,16000,0,0,1.0,1,1,train,False,False,False,False
1223,9e12d76f,s71_9,71,9,40,0,11.72,16000,1,1,1.0,1,1,train,False,False,False,False
1319,68a9b9e1,s81_4,81,4,5,0,4.46,16000,0,0,0.0,0,1,train,False,False,False,False
1225,a5b90346,s72_10,72,10,10,0,8.32,16000,0,0,1.0,0,1,train,False,False,False,False
647,ba383c55,s15_3,15,3,55,0,6.52,16000,0,0,1.0,0,2,train,False,False,False,False
483,a5310140,s144_10,144,10,51,0,8.42,16000,1,1,1.0,1,1,train,False,False,False,False
277,6e1518d1,s125_4,125,4,43,0,9.86,16000,1,1,1.0,1,1,train,False,False,False,False
506,5d0500cd,s146_4,146,4,53,0,9.344,16000,0,1,1.0,0,1,train,False,False,False,False
1100,a95a69dd,s59_5,59,5,14,0,7.66,16000,0,0,1.0,0,1,train,False,False,False,False
734,21f9e9e6,s22_6,22,6,46,0,11.9350625,16000,1,1,,1,1,train,False,False,False,False
1429,ef165ea1,s92_5,92,5,51,1,10.7306875,16000,1,1,1.0,1,1,train,False,False,False,False
539,71d78601,s14_1,14,1,27,0,13.56,16000,0,1,1.0,0,1,train,False,False,False,False
644,8ae47b05,s15_1,15,1,55,0,8.12,16000,0,0,1.0,0,1,train,False,False,False,False
247,08e9f4c0,s122_4,122,4,47,0,7.1053125,16000,0,0,0.0,0,1,train,False,False,False,False
1500,ef5dd83f,s99_7,99,7,52,0,10.02,16000,1,1,1.0,1,1,train,False,False,False,False
1125,061a07a8,s62_1,62,1,47,1,4.46,16000,0,0,0.0,0,1,train,False,False,False,False
708,702a522a,s20_1,20,1,42,0,11.52,16000,1,1,1.0,1,1,train,False,False,False,False
1392,d18495a4,s89_7,89,7,62,1,16.78,16000,1,1,1.0,1,1,train,False,False,False,False
904,bef21744,s38_8,38,8,42,0,6.5,16000,0,0,0.0,0,1,train,False,False,False,False
1133,470c5d04,s63_1,63,1,30,0,11.9,16000,1,1,1.0,1,1,train,False,False,False,False
1435,2a2b12ec,s93_2,93,2,20,0,14.3035,16000,1,1,1.0,1,1,train,False,False,False,False
1451,fc351ee4,s94_8,94,8,23,0,9.1486875,16000,1,1,1.0,1,1,train,False,False,False,False
117,2576cb16,s10_9,10,9,40,1,10.2826875,16000,0,1,1.0,0,1,train,False,False,False,False
1182,8bc9b822,s68_7,68,7,53,1,11.2849375,16000,0,1,1.0,0,1,train,False,False,False,False
552,56d3865e,s150_3,150,3,21,1,9.64,16000,0,0,1.0,1,1,train,False,False,False,False
872,0dc4eed1,s35_6,35,6,57,0,8.3413125,16000,1,1,1.0,1,1,train,False,False,False,False
729,294c5794,s22_10,22,10,46,0,11.61,16000,1,1,1.0,1,1,train,False,False,False,False
433,cbf7cd1a,s13_1,13,1,24,1,9.10225,16000,0,1,1.0,0,1,train,False,False,False,False
366,4bc9c018,s133_3,133,3,49,0,8.88,16000,1,1,1.0,1,1,train,False,False,False,False
372,9b397753,s133_9,133,9,49,0,8.76,16000,1,1,1.0,1,1,train,False,False,False,False
1218,d3c4895e,s71_4,71,4,40,0,10.78,16000,1,1,1.0,1,1,train,False,False,False,False
514,7f62b1f5,s147_2,147,2,18,1,10.464,16000,0,0,1.0,1,1,train,False,False,False,False
660,9080da1a,s160_6,160,6,21,1,13.02,16000,1,1,1.0,1,1,train,False,False,False,False
1222,4d03ed88,s71_8,71,8,40,0,12.42,16000,1,1,1.0,1,1,train,False,False,False,False
579,15062502,s153_2,153,2,38,0,8.7,16000,0,0,1.0,0,1,train,False,False,False,False
1006,4c288922,s49_4,49,4,57,0,5.54,16000,0,0,0.0,0,1,train,False,False,False,False
1239,52e1cd83,s73_5,73,5,11,0,5.96,16000,0,0,1.0,0,1,train,False,False,False,False
933,36612c80,s40_8,40,8,25,0,4.96,16000,0,0,1.0,1,1,train,False,False,False,False
846,cd42369a,s33_1,33,1,21,0,3.88,16000,0,0,0.0,0,1,train,False,False,False,False
577,44e43326,s153_1,153,1,38,0,9.82,16000,0,0,1.0,0,1,train,False,False,False,False
333,97d63d1f,s130_1,130,1,28,0,8.9,16000,0,1,1.0,0,1,train,False,False,False,False
545,9ce6be92,s14_6,14,6,27,0,12.3,16000,0,0,1.0,0,2,train,False,False,False,False
1436,01d5112b,s93_3,93,3,20,0,13.072875,16000,1,1,1.0,1,1,train,False,False,False,False
753,39cd898c,s24_5,24,5,57,0,14.1,16000,0,1,1.0,0,1,train,False,False,False,False
66,4b33006c,s105_7,105,7,51,0,10.0775,16000,1,1,1.0,1,1,train,False,False,False,False
645,da558575,s15_10,15,10,55,0,5.94,16000,0,0,1.0,0,1,train,False,False,False,False
44,3fba587b,s103_5,103,5,38,0,10.24,16000,1,1,1.0,1,1,train,False,False,False,False
1048,802225ae,s52_8,52,8,8,0,4.6,16000,0,0,0.0,0,1,train,False,False,False,False
1015,38c6ac6d,s4_3,4,3,48,0,10.62,16000,1,1,1.0,1,1,train,False,False,False,False
1381,468528b1,s88_5,88,5,30,0,7.4071875,16000,0,0,0.0,0,1,train,False,False,False,False
5,d974538c,s0_5,0,5,14,1,8.9,16000,0,0,1.0,1,1,train,False,False,False,False
869,6d8a5158,s35_3,35,3,57,0,10.0906875,16000,1,1,1.0,1,1,train,False,False,False,False
16,5ca8c881,s100_6,100,6,53,0,12.562,16000,1,1,1.0,1,1,train,False,False,False,False
627,29059bd7,s158_3,158,3,24,1,11.0933125,16000,0,1,1.0,0,1,train,False,False,False,False
959,84d0873c,s44_1,44,1,35,0,7.9,16000,0,0,1.0,0,1,train,False,False,False,False
487,9897d481,s144_5,144,5,51,0,8.64,16000,1,1,1.0,1,1,train,False,False,False,False
927,1a28f240,s40_2,40,2,25,0,5.5,16000,0,0,1.0,1,1,train,False,False,False,False
516,34accf03,s147_4,147,4,18,1,10.528,16000,0,0,1.0,1,1,train,False,False,False,False
144,d4f42912,s112_7,112,7,25,1,11.22,16000,0,0,1.0,0,1,train,False,False,False,False
1376,5d9e908f,s88_1,88,1,30,0,5.897875,16000,0,0,0.0,0,1,train,False,False,False,False
158,04163fc3,s114_3,114,3,30,0,5.54,16000,0,0,1.0,0,1,train,False,False,False,False
535,84cdbf26,s149_6,149,6,17,1,9.5786875,16000,0,0,1.0,0,1,train,False,False,False,False
1344,d380091c,s84_4,84,4,33,0,12.84,16000,1,1,1.0,1,1,train,False,False,False,False
608,4ba2a35a,s156_4,156,4,54,0,12.0,16000,0,1,1.0,0,1,train,False,False,False,False
780,6409cc47,s27_2,27,2,68,0,9.14,16000,0,0,1.0,0,1,train,False,False,False,False
108,25d74cc6,s10_1,10,1,40,1,10.112,16000,0,1,0.0,0,1,train,False,False,False,False
275,a7ff8bad,s125_2,125,2,43,0,9.82,16000,1,1,1.0,1,1,train,False,False,False,False
1067,be38c22c,s55_3,55,3,41,0,10.9,16000,1,1,1.0,1,1,train,False,False,False,False
1335,a1951596,s83_5,83,5,25,1,8.82,16000,1,1,1.0,1,1,train,False,False,False,False
659,feb567b0,s160_5,160,5,21,1,11.98,16000,1,1,1.0,1,1,train,False,False,False,False
1475,7bff94fc,s97_2,97,2,62,1,10.56,16000,1,1,1.0,1,1,train,False,False,False,False
1004,cebe351e,s49_2,49,2,57,0,5.0,16000,0,0,0.0,0,1,train,False,False,False,False
1426,3b23d9a0,s92_2,92,2,51,1,13.248,16000,1,1,1.0,1,1,train,False,False,False,False
439,4937446d,s13_6,13,6,24,1,10.9830625,16000,0,1,1.0,0,1,train,False,False,False,False
1224,07554ee3,s72_1,72,1,10,0,9.64,16000,0,0,1.0,0,1,train,False,False,False,False
406,a327820d,s137_3,137,3,53,0,13.22,16000,1,1,1.0,1,1,train,False,False,False,False
540,029b3f37,s14_10,14,10,27,0,12.94,16000,0,0,1.0,0,1,train,False,False,False,False
401,aea455d2,s136_8,136,8,42,0,7.3,16000,0,0,0.0,0,1,train,False,False,False,False
749,fd48a12c,s24_10,24,10,57,0,14.9,16000,0,1,1.0,0,1,train,False,False,False,False
542,4e77b8fd,s14_3,14,3,27,0,12.64,16000,0,0,1.0,0,1,train,False,False,False,False
376,8dc0d68e,s134_3,134,3,48,1,8.04,16000,1,1,1.0,1,1,train,False,False,False,False
692,dc9033c6,s19_4,19,4,48,0,11.98,16000,1,1,1.0,1,1,train,False,False,False,False
651,dc0c0b40,s15_7,15,7,55,0,6.58,16000,0,0,1.0,0,1,train,False,False,False,False
198,934609f4,s118_4,118,4,14,0,8.64,16000,0,0,1.0,0,1,train,False,False,False,False
1007,72d79ab5,s49_5,49,5,57,0,5.64,16000,0,0,0.0,0,1,train,False,False,False,False
639,08a46e94,s159_5,159,5,22,1,10.92,16000,1,1,1.0,1,1,train,False,False,False,False
1110,173b466d,s60_4,60,4,12,0,9.56,16000,0,0,1.0,0,2,train,False,False,False,False
1430,e64c9672,s92_6,92,6,51,1,12.6933125,16000,1,1,1.0,1,1,train,False,False,False,False
923,ba7960c8,s3_7,3,7,63,0,11.7,16000,1,1,1.0,1,1,train,False,False,False,False
654,bf1f7daa,s160_1,160,1,21,1,10.68,16000,1,0,1.0,1,1,train,False,False,False,False
316,48ae974c,s129_3,129,3,33,0,11.84,16000,1,1,1.0,1,1,train,False,False,False,False
380,bfde3ec9,s134_7,134,7,48,1,8.1,16000,1,1,1.0,1,1,train,False,False,False,False
553,67c8b88a,s150_4,150,4,21,1,9.66,16000,0,0,1.0,0,1,train,False,False,False,False
1233,0b36ae9e,s72_9,72,9,10,0,8.5,16000,0,0,1.0,0,1,train,False,False,False,False
1444,253e6d86,s94_10,94,10,23,0,11.1688125,16000,1,1,1.0,1,1,train,False,False,False,False
946,50c0e08a,s42_3,42,3,66,0,12.3,16000,0,1,1.0,0,1,train,False,False,False,False
235,22e73a83,s121_2,121,2,30,0,9.14,16000,0,0,0.0,0,1,train,False,False,False,False
0,95dae92b,s0_1,0,1,14,1,8.06,16000,0,0,1.0,1,1,train,False,False,False,False
716,55ea2887,s20_8,20,8,42,0,10.12,16000,1,1,1.0,1,1,train,False,False,False,False
1386,23df23e4,s89_1,89,1,62,1,15.18,16000,1,1,1.0,1,1,train,False,False,False,False
1393,21a8e8bc,s89_8,89,8,62,1,15.04,16000,1,1,1.0,1,1,train,False,False,False,False
1124,af5f3a50,s61_9,61,9,51,0,7.12,16000,0,0,0.0,0,1,train,False,False,False,False
1126,48c11a6d,s62_2,62,2,47,1,3.84,16000,0,0,0.0,0,1,train,False,False,False,False
212,2b3408da,s119_9,119,9,10,0,3.92,16000,0,0,0.0,0,1,train,False,False,False,False
536,7b40119e,s149_7,149,7,17,1,9.664,16000,0,0,1.0,0,1,train,False,False,False,False
1394,7ba2d276,s89_9,89,9,62,1,15.06,16000,1,1,1.0,1,1,train,False,False,False,False
54,9b3bc445,s104_5,104,5,40,0,10.147125,16000,1,1,1.0,1,1,train,False,False,False,False
594,59fa7eb6,s154_8,154,8,60,1,15.0613125,16000,0,0,1.0,1,1,train,False,False,False,False
205,314b7874,s119_2,119,2,10,0,5.4,16000,0,0,0.0,0,1,train,False,False,False,False
704,5113fb25,s1_6,1,6,49,0,6.94,16000,0,0,1.0,1,1,train,False,False,False,False
1077,2bc8ac84,s56_4,56,4,51,0,12.36,16000,0,1,1.0,0,1,train,False,False,False,False
1347,ef9ccefa,s84_7,84,7,33,0,11.76,16000,1,1,1.0,1,1,train,False,False,False,False
1217,08fb8957,s71_3,71,3,40,0,10.28,16000,1,1,1.0,1,1,train,False,False,False,False
1334,1ff4e981,s83_4,83,4,25,1,9.3,16000,1,1,1.0,1,1,train,False,False,False,False
1012,f3fe5709,s4_1,4,1,48,0,10.62,16000,1,1,1.0,1,1,train,False,False,False,False
162,108960e3,s114_7,114,7,30,0,5.46,16000,0,0,1.0,0,1,train,False,False,False,False
581,ddad4348,s153_4,153,4,38,0,9.86,16000,0,1,1.0,0,1,train,False,False,False,False
531,b1a27d46,s149_2,149,2,17,1,9.152,16000,0,0,1.0,0,1,train,False,False,False,False
1002,dce37ce1,s48_9,48,9,12,0,8.88,16000,0,1,1.0,0,1,train,False,False,False,False
885,daccd4a5,s36_9,36,9,28,0,10.449,16000,1,1,1.0,1,1,train,False,False,False,False
1345,86c213b0,s84_5,84,5,33,0,11.94,16000,1,1,1.0,1,1,train,False,False,False,False
224,ce3dbff4,s120_10,120,10,60,0,10.2,16000,1,1,1.0,1,1,train,False,False,False,False
610,59f81ee2,s156_6,156,6,54,0,15.36,16000,0,1,1.0,0,1,train,False,False,False,False
1035,ad49027e,s51_4,51,4,14,1,3.14,16000,0,0,0.0,0,1,train,False,False,False,False
1180,99702420,s68_5,68,5,53,1,11.679625,16000,0,1,1.0,0,1,train,False,False,False,False
1346,c62a3fa4,s84_6,84,6,33,0,11.72,16000,1,1,1.0,1,1,train,False,False,False,False
1205,0bf8ccb8,s70_10,70,10,22,0,4.4,16000,0,0,0.0,0,1,train,False,False,False,False
882,fdb594ed,s36_6,36,6,28,0,12.771,16000,1,1,1.0,1,1,train,False,False,False,False
936,4317b838,s41_2,41,2,53,0,9.78,16000,0,1,1.0,0,1,train,False,False,False,False
953,95975417,s43_1,43,1,8,0,8.5,16000,0,0,0.0,0,1,train,False,False,False,False
1021,ad99f2a3,s4_9,4,9,48,0,10.62,16000,1,1,1.0,1,1,train,False,False,False,False
935,8b28f355,s41_1,41,1,53,0,9.78,16000,0,1,1.0,0,1,train,False,False,False,False
1001,55e7b283,s48_8,48,8,12,0,9.4,16000,0,1,1.0,0,1,train,False,False,False,False
623,0b37882c,s157_9,157,9,29,1,12.7941875,16000,1,1,1.0,1,1,train,False,False,False,False
798,baf6ce20,s29_1,29,1,50,0,8.84,16000,1,1,1.0,1,1,train,False,False,False,False
851,8eed1c1a,s33_5,33,5,21,0,4.52,16000,0,0,0.0,0,1,train,False,False,False,False
698,749de95e,s1_1,1,1,49,0,9.46,16000,0,0,1.0,1,1,train,False,False,False,False
1273,a17c0248,s77_1,77,1,8,0,8.02,16000,0,0,0.0,0,1,train,False,False,False,False
156,e2425ecb,s114_10,114,10,30,0,5.8,16000,0,0,1.0,0,1,train,False,False,False,False
1172,f11d0b0e,s67_2,67,2,11,1,8.72,16000,0,1,1.0,0,1,train,False,False,False,False
955,b206222f,s43_3,43,3,8,0,9.14,16000,0,0,0.0,0,1,train,False,False,False,False
383,9e7b19b2,s135_1,135,1,48,0,7.78,16000,1,1,1.0,1,1,train,False,False,False,False
1090,45fe30c9,s58_2,58,2,55,0,11.86,16000,1,1,1.0,1,1,train,False,False,False,False
1237,d4cda467,s73_3,73,3,11,0,6.36,16000,0,0,1.0,0,1,train,False,False,False,False
954,0f4d2512,s43_2,43,2,8,0,9.64,16000,0,0,0.0,0,1,train,False,False,False,False
1103,2cbe30db,s5_3,5,3,20,1,7.1265,16000,0,0,1.0,1,1,train,False,False,False,False
199,c5cdd222,s118_5,118,5,14,0,10.2,16000,0,0,1.0,0,1,train,False,False,False,False
425,8929a0fc,s139_2,139,2,31,0,10.32,16000,1,1,1.0,1,1,train,False,False,False,False
518,e3df7eb8,s147_6,147,6,18,1,10.368,16000,0,0,1.0,1,1,train,False,False,False,False
1449,6bb0a33d,s94_6,94,6,23,0,9.68275,16000,1,1,1.0,1,1,train,False,False,False,False
782,c682b31f,s27_4,27,4,68,0,9.28,16000,0,0,1.0,0,1,train,False,False,False,False
1108,99181b9a,s60_2,60,2,12,0,11.46,16000,0,0,1.0,0,1,train,False,False,False,False
895,ad601ff4,s37_9,37,9,30,0,10.52,16000,1,1,1.0,1,1,train,False,False,False,False
396,cb60c294,s136_3,136,3,42,0,7.04,16000,0,0,0.0,0,1,train,False,False,False,False
622,09defa85,s157_8,157,8,29,1,13.630125,16000,1,1,1.0,1,1,train,False,False,False,False
135,6a362423,s111_7,111,7,23,1,8.58,16000,0,0,1.0,1,1,train,False,False,False,False
485,bed6044a,s144_3,144,3,51,0,7.9,16000,1,1,1.0,1,1,train,False,False,False,False
792,ff176b38,s28_4,28,4,52,0,11.14,16000,1,1,1.0,1,1,train,False,False,False,False
661,1f66db8b,s160_7,160,7,21,1,13.22,16000,1,1,1.0,1,1,train,False,False,False,False
384,ff205a99,s135_10,135,10,48,0,7.44,16000,1,1,1.0,1,1,train,False,False,False,False
1337,48c28671,s83_7,83,7,25,1,9.28,16000,1,1,1.0,1,1,train,False,False,False,False
1118,b60b7d5b,s61_3,61,3,51,0,7.24,16000,0,1,0.0,0,1,train,False,False,False,False
691,73c488ff,s19_3,19,3,48,0,11.6,16000,1,1,1.0,1,1,train,False,False,False,False
499,870a9889,s145_7,145,7,16,1,3.6,16000,0,0,0.0,0,1,train,False,False,False,False
223,d82406e1,s120_1,120,1,60,0,10.26,16000,1,1,1.0,1,1,train,False,False,False,False
50,00e6e516,s104_10,104,10,40,0,10.2864375,16000,1,1,1.0,1,1,train,False,False,False,False
881,e236c1ce,s36_5,36,5,28,0,10.7973125,16000,1,1,1.0,1,1,train,False,False,False,False
320,6aa31c6b,s129_7,129,7,33,0,15.68,16000,1,1,1.0,1,1,train,False,False,False,False
350,8a895da3,s131_7,131,7,22,0,6.06,16000,0,0,1.0,0,1,train,False,False,False,False
195,a46ccaa7,s118_1,118,1,14,0,9.08,16000,0,0,1.0,0,1,train,False,False,False,False
1078,233745a1,s56_5,56,5,51,0,12.82,16000,0,1,1.0,0,1,train,False,False,False,False
342,f473eb40,s130_9,130,9,28,0,10.26,16000,0,1,1.0,0,1,train,False,False,False,False
1232,85fdc90c,s72_8,72,8,10,0,8.44,16000,0,0,1.0,0,1,train,False,False,False,False
437,950e911b,s13_4,13,4,24,1,9.752375,16000,0,1,1.0,0,1,train,False,False,False,False
609,6cbfcab4,s156_5,156,5,54,0,11.18,16000,0,1,1.0,0,1,train,False,False,False,False
961,620380e1,s44_3,44,3,35,0,8.76,16000,0,0,1.0,0,1,train,False,False,False,False
793,3d6b3183,s28_5,28,5,52,0,11.56,16000,1,1,1.0,1,1,train,False,False,False,False
637,a43d6d09,s159_3,159,3,22,1,12.18,16000,1,1,1.0,1,1,train,False,False,False,False
78,b66a926b,s106_9,106,9,40,0,6.78,16000,0,0,1.0,0,1,train,False,False,False,False
928,25909a3c,s40_3,40,3,25,0,5.16,16000,0,0,1.0,1,1,train,False,False,False,False
77,5805c340,s106_8,106,8,40,0,6.82,16000,0,0,1.0,0,1,train,False,False,False,False
476,ea9c439d,s143_4,143,4,42,0,10.1,16000,1,1,1.0,1,1,train,False,False,False,False
1123,99819217,s61_8,61,8,51,0,7.52,16000,0,0,0.0,0,1,train,False,False,False,False
276,0a7eb5d7,s125_3,125,3,43,0,9.72,16000,1,1,1.0,1,1,train,False,False,False,False
427,b336fcd7,s139_4,139,4,31,0,10.06,16000,1,1,1.0,1,1,train,False,False,False,False
322,62337bcc,s129_9,129,9,33,0,13.42,16000,1,1,1.0,1,1,train,False,False,False,False
410,f9e2946c,s137_7,137,7,53,0,12.74,16000,1,1,1.0,1,1,train,False,False,False,False
1027,0cf9aa91,s50_5,50,5,35,0,8.614625,16000,0,0,0.0,0,1,train,False,False,False,False
1474,3b9346d9,s97_10,97,10,62,1,9.84,16000,1,1,1.0,1,1,train,False,False,False,False
1082,d8dfb5fa,s57_1,57,1,45,0,17.507875,16000,1,1,1.0,1,1,train,False,False,False,False
1477,fab236ff,s97_4,97,4,62,1,9.0,16000,1,1,1.0,1,1,train,False,False,False,False
246,fc4be4fc,s122_3,122,3,47,0,7.4071875,16000,0,0,0.0,0,1,train,False,False,False,False
852,8606edd7,s33_6,33,6,21,0,4.18,16000,0,0,0.0,0,1,train,False,False,False,False
653,ce3381d8,s15_9,15,9,55,0,5.94,16000,0,0,1.0,0,1,train,False,False,False,False
511,800713aa,s146_9,146,9,53,0,10.144,16000,0,1,1.0,0,1,train,False,False,False,False
1119,fec0c110,s61_4,61,4,51,0,8.04,16000,0,0,0.0,0,1,train,False,False,False,False
807,e5d233d4,s29_9,29,9,50,0,9.24,16000,0,0,1.0,1,1,train,False,False,False,False
624,4dde777c,s158_1,158,1,24,1,14.464,16000,0,1,1.0,0,1,train,False,False,False,False
1234,04c4d67a,s73_1,73,1,11,0,6.64,16000,0,1,1.0,0,1,train,False,False,False,False
926,d044fb45,s40_1,40,1,25,0,5.6,16000,0,0,1.0,1,1,train,False,False,False,False
891,aef60613,s37_5,37,5,30,0,12.9,16000,1,1,1.0,1,1,train,False,False,False,False
1081,37736c53,s56_8,56,8,51,0,12.2,16000,0,1,1.0,0,1,train,False,False,False,False
785,3ae0c84f,s27_7,27,7,68,0,7.7,16000,0,0,0.0,0,1,train,False,False,False,False
1085,19203454,s57_4,57,4,45,0,11.888625,16000,1,1,1.0,1,1,train,False,False,False,False
614,d8c5c2e3,s157_1,157,1,29,1,11.8421875,16000,1,1,1.0,1,2,train,False,False,False,False
1425,446f0cc0,s92_10,92,10,51,1,11.9253125,16000,1,1,1.0,1,1,train,False,False,False,False
1229,bfd65030,s72_5,72,5,10,0,9.28,16000,0,0,1.0,0,1,train,False,False,False,False
760,758c2d7c,s25_2,25,2,60,0,9.58,16000,0,1,1.0,0,1,train,False,False,False,False
705,513127cf,s1_7,1,7,49,0,7.96,16000,0,0,1.0,1,1,train,False,False,False,False
759,f0af5ff4,s25_10,25,10,60,0,7.7,16000,0,0,1.0,0,1,train,False,False,False,False
917,d34e5124,s3_10,3,10,63,0,12.08,16000,1,1,1.0,1,1,train,False,False,False,False
474,1f62de6b,s143_2,143,2,42,0,10.68,16000,1,1,1.0,1,1,train,False,False,False,False
715,ddcc8c87,s20_7,20,7,42,0,10.54,16000,1,1,1.0,1,1,train,False,False,False,False
8,d5506fe5,s0_8,0,8,14,1,6.92,16000,0,0,1.0,1,1,train,False,False,False,False
120,074ed94f,s110_2,110,2,27,1,11.52,16000,1,1,1.0,1,1,train,False,False,False,False
650,3d45ca96,s15_6,15,6,55,0,7.1,16000,0,0,1.0,0,1,train,False,False,False,False
719,6f3167af,s21_10,21,10,56,0,7.88,16000,0,0,1.0,1,1,train,False,False,False,False
1068,95ba8a24,s55_4,55,4,41,0,10.42,16000,1,1,1.0,1,1,train,False,False,False,False
944,955d8c97,s42_10,42,10,66,0,13.28,16000,0,1,1.0,0,1,train,False,False,False,False
1122,8affaaff,s61_7,61,7,51,0,7.28,16000,0,0,0.0,0,1,train,False,False,False,False
794,7ffba322,s28_6,28,6,52,0,11.38,16000,1,1,1.0,1,1,train,False,False,False,False
985,c369432e,s47_10,47,10,16,0,4.1905,16000,0,0,0.0,0,1,train,False,False,False,False
512,349d3297,s147_1,147,1,18,1,10.72,16000,0,0,1.0,1,1,train,False,False,False,False
556,3f373f10,s150_7,150,7,21,1,8.16,16000,0,0,1.0,1,1,train,False,False,False,False
1066,f16382da,s55_2,55,2,41,0,9.76,16000,1,1,1.0,1,1,train,False,False,False,False
703,36fc7a5c,s1_5,1,5,49,0,7.68,16000,0,0,1.0,1,1,train,False,False,False,False
